t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
Caltha_scaposa_41.fasta.transdecoder.pep,Coptis_chinensis_4_2.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.04071661237785016,0.05211726384364821,0.9071661237785016,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Coptis_chinensis_4_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.254071661237785,0.44788273615635177,0.2980456026058632,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Coptis_chinensis_4_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.3534201954397394,0.2947882736156352,0.3517915309446254,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Coptis_chinensis_4_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.30781758957654726,0.4201954397394137,0.2719869706840391,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Coptis_chinensis_4_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.2247557003257329,0.2964169381107492,0.4788273615635179,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Coptis_chinensis_4_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.25732899022801303,0.3745928338762215,0.36807817589576547,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Coptis_chinensis_4_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.25895765472312704,0.46416938110749184,0.2768729641693811,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,0.4250814332247557,0.2964169381107492,0.2785016286644951,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,0.30944625407166126,0.3583061889250814,0.3322475570032573,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.5423452768729642,0.21498371335504887,0.24267100977198697,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.25732899022801303,0.39087947882736157,0.3517915309446254,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3697068403908795,0.34201954397394135,0.28827361563517917,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,0.3534201954397394,0.3322475570032573,0.31433224755700323,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.46905537459283386,0.23941368078175895,0.2915309446254072,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.3127035830618892,0.3745928338762215,0.3127035830618892,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.4250814332247557,0.30781758957654726,0.2671009771986971,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.33713355048859933,0.2980456026058632,0.36482084690553745,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.3289902280130293,0.3501628664495114,0.32084690553745926,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3338762214983713,0.33713355048859933,0.3289902280130293,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.2964169381107492,0.40553745928338764,0.2980456026058632,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3973941368078176,0.34201954397394135,0.26058631921824105,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.28175895765472314,0.3566775244299674,0.36156351791530944,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,0.3306188925081433,0.24104234527687296,0.42833876221498374,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.254071661237785,0.5130293159609121,0.23289902280130292,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.32247557003257327,0.18892508143322476,0.48859934853420195,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3778501628664495,0.2752442996742671,0.3469055374592834,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.24429967426710097,0.5293159609120521,0.2263843648208469,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.38273615635179153,0.2703583061889251,0.3469055374592834,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.36319218241042345,0.3762214983713355,0.26058631921824105,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.2247557003257329,0.19381107491856678,0.5814332247557004,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.252442996742671,0.24592833876221498,0.501628664495114,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3241042345276873,0.43973941368078173,0.23615635179153094,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.24429967426710097,0.4576547231270358,0.2980456026058632,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.3322475570032573,0.32084690553745926,0.3469055374592834,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.30618892508143325,0.4153094462540717,0.2785016286644951,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.20358306188925082,0.31596091205211724,0.4804560260586319,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.25895765472312704,0.36644951140065146,0.3745928338762215,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.250814332247557,0.44788273615635177,0.30130293159609123,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.28501628664495116,0.3794788273615635,0.3355048859934853,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.36319218241042345,0.3566775244299674,0.28013029315960913,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.28501628664495116,0.3517915309446254,0.36319218241042345,614.0
Caltha_scaposa_41.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3241042345276873,0.4185667752442997,0.25732899022801303,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,0.030944625407166124,0.050488599348534204,0.9185667752442996,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,0.24429967426710097,0.4592833876221498,0.2964169381107492,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.5293159609120521,0.21986970684039087,0.250814332247557,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.19381107491856678,0.5358306188925082,0.2703583061889251,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.26221498371335505,0.3957654723127036,0.34201954397394135,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,0.04560260586319218,0.9071661237785016,0.04723127035830619,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.04723127035830619,0.9136807817589576,0.03908794788273615,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.050488599348534204,0.9218241042345277,0.02768729641693811,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.03257328990228013,0.9169381107491856,0.050488599348534204,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.2671009771986971,0.2736156351791531,0.4592833876221498,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.30781758957654726,0.38599348534201955,0.30618892508143325,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.26221498371335505,0.30618892508143325,0.43159609120521175,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.21986970684039087,0.5456026058631922,0.23452768729641693,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.2671009771986971,0.4153094462540717,0.31758957654723124,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.2247557003257329,0.2703583061889251,0.504885993485342,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,0.05863192182410423,0.9022801302931596,0.03908794788273615,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.05537459283387622,0.9250814332247557,0.019543973941368076,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.0732899022801303,0.8990228013029316,0.02768729641693811,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.04723127035830619,0.9087947882736156,0.043973941368078175,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.24592833876221498,0.5439739413680782,0.21009771986970685,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.5146579804560261,0.23127035830618892,0.254071661237785,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3990228013029316,0.2915309446254072,0.30944625407166126,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.23778501628664495,0.20358306188925082,0.5586319218241043,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.21009771986970685,0.2247557003257329,0.5651465798045603,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3973941368078176,0.30130293159609123,0.30130293159609123,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.9120521172638436,0.05374592833876222,0.03420195439739414,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.9169381107491856,0.05863192182410423,0.024429967426710098,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.9087947882736156,0.035830618892508145,0.05537459283387622,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.9153094462540716,0.050488599348534204,0.03420195439739414,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.9218241042345277,0.02280130293159609,0.05537459283387622,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.9087947882736156,0.019543973941368076,0.07166123778501629,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.24267100977198697,0.498371335504886,0.25895765472312704,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.2768729641693811,0.3957654723127036,0.3273615635179153,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.25895765472312704,0.2736156351791531,0.46742671009771986,614.0
Coptis_chinensis_4_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3925081433224756,0.28501628664495116,0.32247557003257327,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,0.2947882736156352,0.254071661237785,0.4511400651465798,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.25895765472312704,0.5407166123778502,0.2003257328990228,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.2752442996742671,0.1970684039087948,0.5276872964169381,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.3338762214983713,0.28013029315960913,0.38599348534201955,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.23941368078175895,0.5651465798045603,0.19543973941368079,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.34201954397394135,0.28501628664495116,0.3729641693811075,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.31596091205211724,0.40716612377850164,0.2768729641693811,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.21661237785016288,0.14332247557003258,0.6400651465798045,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.24429967426710097,0.20846905537459284,0.5472312703583062,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Helleborus_thibetanus_45.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.28013029315960913,0.46416938110749184,0.255700325732899,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.26384364820846906,0.47068403908794787,0.26547231270358307,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.2947882736156352,0.3273615635179153,0.3778501628664495,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.2671009771986971,0.4250814332247557,0.30781758957654726,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.21498371335504887,0.24267100977198697,0.5423452768729642,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.2736156351791531,0.30618892508143325,0.4201954397394137,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.22312703583061888,0.49022801302931596,0.28664495114006516,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.30293159609120524,0.31107491856677527,0.38599348534201955,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.40879478827361565,0.28175895765472314,0.30944625407166126,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.28175895765472314,0.3745928338762215,0.34364820846905536,614.0
Delphinium_anthriscifolium_40.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.24104234527687296,0.46905537459283386,0.2899022801302932,614.0
Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,0.2296416938110749,0.2247557003257329,0.5456026058631922,614.0
Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.496742671009772,0.28175895765472314,0.22149837133550487,614.0
Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Nigella_sativa_31.fasta.transdecoder.pep,Trollius_ranunculoides_16.fasta.transdecoder.pep,0.38599348534201955,0.30456026058631924,0.30944625407166126,614.0
Helleborus_thibetanus_45.fasta.transdecoder.pep,Hydrastis_canadensis_2.fasta.transdecoder.pep,Ranunculus_sceleratus_28.fasta.transdecoder.pep,Souliea_vaginata_34.fasta.transdecoder.pep,0.21172638436482086,0.5798045602605864,0.20846905537459284,614.0
